========================================================================================================================
COVERAGE MATRIX - COMPLETE DATA DUMP
Source: C:\Users\tewing\Desktop\Claude Projects\Key_SOP_Matrix_RACI_Updated.xlsx
Sheet: Coverage Matrix
Total data rows: 343
Excel headers: ['SOP Title', 'SOP Action', 'Responsible Role', '(RACI) Responsible', '(RACI) Accountable', '(RACI) Consulted', '(RACI) Informed', 'Directive Section', 'Coverage Status', 'Gap Closure Recommendation', 'Category']
========================================================================================================================

Row# | SOP Title | SOP Action | Responsible Role | RACI-R | RACI-A | RACI-C | RACI-I | Directive Section | Coverage Status | Gap Recommendation | Category
13   | 9.2.020 - Procurement of Large Feeder Wire | Direct vendors to store wire until release, cut and bundle feeders per releas... | Purchasing | (empty) | (empty) | (empty) | (empty) | Sec. 9.16 Purchasing (commodities and wire procurement) | ⚠ Gap – storage, release, and billing conditions not defined | Update Sec. 9.16 Purchasing to define storage at vendor warehouse, release af... | Materials Management
14   | 9.2.030 – Review Contract for High-Risk Clauses | Review contract for unfavorable clauses | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM (contract review) | ✔ Covered | No change required. | Scope and contract review
15   | 9.2.030 – Review Contract for High-Risk Clauses | Escalate risks and prepare mitigation plan | PM, Branch Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.14 Contract Mgr (risk oversight), Sec. 9.13 BM (contracts) | ⚠ Gap – mitigation plan not explicit | Add checklist/mitigation step. | Scope and contract review
16   | 9.2.040 – PM Reviews Plans, Specs & Schedule | Review drawings, specs, and schedules | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM (scope & schedule review) | ✔ Covered | No change required. | Scope and contract review
17   | 9.2.040 – PM Reviews Plans, Specs & Schedule | Complete Scope & Schedule Checklist | Project Manager | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap – checklist requirement | Add checklist reference to Sec. 9.5. | Scope and contract review
18   | 9.2.040 – PM Reviews Plans, Specs & Schedule | Integrate results into PEP | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 7.3.1 PM JD (planning & PEP) | ⚠ Gap – explicit PEP update not required | Add to PM JD/Directive 9.5. | Scope and contract review
19   | 9.2.050 – FS Reviews Plans, Specs & Schedule | Review drawings/specs/schedules for constructability | Field Supervisor | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership (pre-planning) | ✔ Covered | No change required. | Scope and contract review
20   | 9.2.050 – FS Reviews Plans, Specs & Schedule | Submit findings to PM & GS | Field Supervisor | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership (reporting to PM/GS) | ✔ Covered | No change required. | Scope and contract review
21   | 9.2.050 – FS Reviews Plans, Specs & Schedule | Integrate findings into PEP | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM (job planning) | ⚠ Gap – PEP update not explicit | Add to Sec. 9.5: PM integrates FS findings. | Scope and contract review
22   | 9.2.060 – Create Issue List & RFI | Identify constructability/scope issues | Field Supervisor | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership (report issues) | ✔ Covered | No change required. | Scope and contract review
23   | 9.2.060 – Create Issue List & RFI | Maintain RFI log | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM (document scope changes) | ✔ Covered | No change required. | Scope and contract review
24   | 9.2.060 – Create Issue List & RFI | Escalate major issues to Branch Manager | PM & GS | (empty) | (empty) | (empty) | (empty) | Sec. 9.14 Contract Mgr (notice requirements) | ⚠ Gap – escalation step not explicit | Add escalation language to Sec. 9.5. | Scope and contract review
25   | 9.2.070 – Conduct Site Visit | Perform site walk & complete checklist | Field Leadership (Project Superintendent/Foreman) | (empty) | (empty) | (empty) | (empty) | Management Directives for Field Leadership – Pre-planning | ✔ Covered | No change required. | Scope and contract review
26   | 9.2.070 – Conduct Site Visit | Integrate findings into PEP | Project Manager | (empty) | (empty) | (empty) | (empty) | Project Manager JD – planning, meetings, and site visits | ✔ Covered | No change required (SOP updated to include PEP integration). | Scope and contract review
27   | 9.2.070 – Conduct Site Visit | Identify site-specific hazards | Safety Coordinator | (empty) | (empty) | (empty) | (empty) | Management Directives – PPE mandatory; Field Leadership objectives (quality/s... | ✔ Covered | No change required. | Scope and contract review
28   | 9.2.070 – Conduct Site Visit | Review manpower/logistics implications | General Superintendent | (empty) | (empty) | (empty) | (empty) | Management Directives – Pre-planning with PM | ✔ Covered | No change required. | Scope and contract review
29   | 9.2.055 – Compare Est. vs. Planned | Provide bid documentation | Estimator | (empty) | (empty) | (empty) | (empty) | Sec. 9.7 Estimating (bid package review) | ✔ Covered | No change required. | Budget preparation
30   | 9.2.055 – Compare Est. vs. Planned | Compare assumptions vs. execution plan | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM (job plan updates) | ✔ Covered | No change required. | Budget preparation
31   | 9.2.055 – Compare Est. vs. Planned | Validate manpower implications | General Superintendent | (empty) | (empty) | (empty) | (empty) | Sec. 9.4 GS (workforce oversight) | ✔ Covered | No change required. | Budget preparation
32   | 9.2.055 – Compare Est. vs. Planned | Validate budget alignment | Branch Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.6 Branch Mgmt (budget alignment) | ✔ Covered | No change required. | Budget preparation
33   | 9.2.057 – VE & Prefab | Facilitate identification of VE/prefab opportunities | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM (prefabrication planning) | ✔ Covered | No change required. | Buyout process
34   | 9.2.057 – VE & Prefab | Develop prefab strategy sheet | Prefabrication Lead | (empty) | (empty) | (empty) | (empty) | Sec. 7.3.7 Prefab JD (prefab strategy) | ✔ Covered | No change required. | Buyout process
35   | 9.2.057 – VE & Prefab | Validate constructability/feasibility | Field Supervisor | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership (field feasibility) | ✔ Covered | No change required. | Buyout process
36   | 9.2.057 – VE & Prefab | Confirm VE proposals align with budget | Estimator | (empty) | (empty) | (empty) | (empty) | Sec. 9.7 Estimating (VE options) | ✔ Covered | No change required. | Buyout process
37   | 9.2.057 – VE & Prefab | Record opportunities in VE log | Project Manager | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap – VE log not required | Add VE log requirement in Sec. 9.5. | Buyout process
38   | 9.1.050 – Construction Takeoff | Generate detailed material/labor quantities | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM (buyout planning) | ✔ Covered | No change required. | Buyout process
39   | 9.1.050 – Construction Takeoff | Provide bid takeoff for reference | Estimator | (empty) | (empty) | (empty) | (empty) | Sec. 9.7 Estimating (bid takeoff) | ✔ Covered | No change required. | Buyout process
40   | 9.1.050 – Construction Takeoff | Review constructability & logistics accuracy | Field Supervisor | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership (constructability review) | ✔ Covered | No change required. | Buyout process
41   | 9.1.050 – Construction Takeoff | Use results for vendor negotiations & procurement | Purchasing | (empty) | (empty) | (empty) | (empty) | Sec. 9.16 Purchasing (pre-buyout procurement) | ✔ Covered | No change required. | Buyout process
42   | 9.1.050 – Construction Takeoff | Finalize & upload takeoff results | Project Manager | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap – upload requirement | Add takeoff upload requirement to Sec. 9.5. | Buyout process
43   | 9.2.020 – Procurement of Large Feeder Wire | Prepare BOM & conduit/wire pull schedule | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM (procurement planning); Sec. 9.16 Purchasing | ✔ Covered | No change required. | Buyout process
44   | 9.2.020 – Procurement of Large Feeder Wire | Validate lengths and reel assignments | Foreman / Field Supervisor | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership (materials validation) | ✔ Covered | No change required. | Buyout process
45   | 9.2.020 – Procurement of Large Feeder Wire | Confirm manpower/logistics feasibility | General Superintendent | (empty) | (empty) | (empty) | (empty) | Sec. 9.4 GS (manpower coordination) | ✔ Covered | No change required. | Buyout process
46   | 9.2.020 – Procurement of Large Feeder Wire | Approve submittals before release | Project Manager | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap – submittal approval requirement | Add to Sec. 9.5: PM must verify submittals before release. | Buyout process
47   | 9.2.080 – Material Handling Plan | Develop logistics plan for delivery/staging | Field Supervisor | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership (staging/logistics) | ✔ Covered | No change required. | Material handling plan
48   | 9.2.080 – Material Handling Plan | Align with procurement & project schedule | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM (logistics, procurement alignment) | ✔ Covered | No change required. | Material handling plan
49   | 9.2.080 – Material Handling Plan | Review safety compliance of handling plan | Safety Coordinator | (empty) | (empty) | (empty) | (empty) | Sec. 7.2.6 JD (safety review) | ✔ Covered | No change required. | Material handling plan
50   | 9.2.090 – Develop Labor Budget | Develop detailed labor forecast | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM (labor planning) | ✔ Covered | No change required. | Budget preparation
51   | 9.2.090 – Develop Labor Budget | Validate manpower feasibility | General Superintendent | (empty) | (empty) | (empty) | (empty) | Sec. 9.4 GS (workforce oversight) | ✔ Covered | No change required. | Budget preparation
52   | 9.2.090 – Develop Labor Budget | Provide labor assumptions from bid | Estimator | (empty) | (empty) | (empty) | (empty) | Sec. 9.7 Estimating (labor assumptions) | ✔ Covered | No change required. | Budget preparation
53   | 9.2.090 – Develop Labor Budget | Approve labor budget | Branch Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.6 Branch Mgmt (budget oversight) | ✔ Covered | No change required. | Budget preparation
54   | 9.2.100 – Layout & Sequencing Plan | Develop sequencing plan & integrate into PEP | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM (planning, scheduling) | ✔ Covered | No change required. | Layout and sequencing plan
55   | 9.2.100 – Layout & Sequencing Plan | Review constructability & sequencing feasibility | Field Supervisor | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership | ✔ Covered | No change required. | Layout and sequencing plan
56   | 9.2.100 – Layout & Sequencing Plan | Confirm manpower allocations & critical path | General Superintendent | (empty) | (empty) | (empty) | (empty) | Sec. 9.4 GS | ✔ Covered | No change required. | Layout and sequencing plan
57   | 9.2.100 – Layout & Sequencing Plan | Identify safety risks in layout/sequencing | Safety Coordinator | (empty) | (empty) | (empty) | (empty) | Sec. 7.2.6 JD | ✔ Covered | No change required. | Layout and sequencing plan
58   | 9.2.110 – Develop Project Schedule | Develop baseline schedule | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM (schedule ownership) | ✔ Covered | No change required. | Schedule development
59   | 9.2.110 – Develop Project Schedule | Validate manpower phasing feasibility | General Superintendent | (empty) | (empty) | (empty) | (empty) | Sec. 9.4 GS | ✔ Covered | No change required. | Schedule development
60   | 9.2.110 – Develop Project Schedule | Confirm long-lead procurement dates | Purchasing | (empty) | (empty) | (empty) | (empty) | Sec. 9.16 Purchasing | ✔ Covered | No change required. | Schedule development
61   | 9.2.110 – Develop Project Schedule | Approve baseline schedule | Branch Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.6 Branch Mgmt | ✔ Covered | No change required. | Schedule development
62   | 9.2.120 – Tracking & Control Systems | Establish tracking templates/logs | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM (reporting systems) | ✔ Covered | No change required. | Tracking and control
63   | 9.2.120 – Tracking & Control Systems | Report daily manpower/progress | Field Supervisor | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership | ✔ Covered | No change required. | Tracking and control
64   | 9.2.120 – Tracking & Control Systems | Maintain procurement log | Purchasing | (empty) | (empty) | (empty) | (empty) | Sec. 9.16 Purchasing | ✔ Covered | No change required. | Tracking and control
65   | 9.2.120 – Tracking & Control Systems | Submit safety inspection reports | Safety Coordinator | (empty) | (empty) | (empty) | (empty) | Sec. 7.2.6 JD | ✔ Covered | No change required. | Tracking and control
66   | 9.2.120 – Tracking & Control Systems | Review weekly reports | Branch Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.6 Branch Mgmt | ✔ Covered | No change required. | Tracking and control
67   | 9.2.130 – Kickoff Meeting | Organize & lead kickoff | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM (turnover/kickoff) | ✔ Covered | No change required. | Construction execution kickoff meeting
68   | 9.2.130 – Kickoff Meeting | Confirm manpower/sequence feasibility | General Superintendent | (empty) | (empty) | (empty) | (empty) | Sec. 9.4 GS | ✔ Covered | No change required. | Construction execution kickoff meeting
69   | 9.2.130 – Kickoff Meeting | Review site logistics | Field Supervisor | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership | ✔ Covered | No change required. | Construction execution kickoff meeting
70   | 9.2.130 – Kickoff Meeting | Provide procurement/delivery updates | Purchasing | (empty) | (empty) | (empty) | (empty) | Sec. 9.16 Purchasing | ✔ Covered | No change required. | Construction execution kickoff meeting
71   | 9.2.130 – Kickoff Meeting | Present safety plan | Safety Coordinator | (empty) | (empty) | (empty) | (empty) | Sec. 7.2.6 JD | ✔ Covered | No change required. | Construction execution kickoff meeting
72   | 9.2.130 – Kickoff Meeting | Provide branch-level oversight | Branch Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.6 Branch Mgmt | ✔ Covered | No change required. | Construction execution kickoff meeting
73   | 9.3.010 – Office Trailer | Secure trailer & utilities setup | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM (site mobilization) | ✔ Covered | No change required. | Mobilization
74   | 9.3.010 – Office Trailer | Setup furniture & documentation systems | Site Administrator | (empty) | (empty) | (empty) | (empty) | Sec. 7.4 Business Admin JD | ✔ Covered | No change required. | Mobilization
75   | 9.3.010 – Office Trailer | Confirm location/logistics feasibility | General Superintendent | (empty) | (empty) | (empty) | (empty) | Sec. 9.4 GS | ✔ Covered | No change required. | Mobilization
76   | 9.3.010 – Office Trailer | Ensure phone/internet operational | IT/Communications | (empty) | (empty) | (empty) | (empty) | Sec. 7.4 Business Admin JD (IT) | ✔ Covered | No change required. | Mobilization
77   | 9.3.020 – Storage Trailer | Approve trailer placement | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM (site mobilization) | ✔ Covered | No change required. | Mobilization
78   | 9.3.020 – Storage Trailer | Setup shelving & inventory control | Field Supervisor | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership | ✔ Covered | No change required. | Mobilization
79   | 9.3.020 – Storage Trailer | Verify compliance with fire/access standards | Safety Coordinator | (empty) | (empty) | (empty) | (empty) | Sec. 7.2.6 JD | ✔ Covered | No change required. | Mobilization
80   | 9.3.030 – Fencing & Access Control | Approve fencing & access plan | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM (site mobilization) | ✔ Covered | No change required. | Mobilization
81   | 9.3.030 – Fencing & Access Control | Oversee fence/gate installation | Field Supervisor | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership | ✔ Covered | No change required. | Mobilization
82   | 9.3.030 – Fencing & Access Control | Verify safety compliance | Safety Coordinator | (empty) | (empty) | (empty) | (empty) | Sec. 7.2.6 JD | ✔ Covered | No change required. | Mobilization
83   | 9.3.030 – Fencing & Access Control | Monitor access control | Security Personnel | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap – role not formalized | Add security monitoring responsibility to Sec. 9.5. | Mobilization
84   | 9.3.040 – Setup Temporary Power | Coordinate power requirements with utility/owner | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM (mobilization) | ✔ Covered | No change required. | Mobilization
85   | 9.3.040 – Setup Temporary Power | Oversee installation & verify distribution | Field Supervisor | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership | ✔ Covered | No change required. | Mobilization
86   | 9.3.040 – Setup Temporary Power | Install panels/wiring/grounding | Electrical Subcontractor | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap – subcontractor role not formalized | Add subcontractor accountability to Sec. 9.5. | Mobilization
87   | 9.3.040 – Setup Temporary Power | Verify OSHA/NEC compliance | Safety Coordinator | (empty) | (empty) | (empty) | (empty) | Sec. 7.2.6 JD | ✔ Covered | No change required. | Mobilization
88   | 9.3.050 – Setup Temporary Water | Coordinate utility connection | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM (mobilization) | ✔ Covered | No change required. | Mobilization
89   | 9.3.050 – Setup Temporary Water | Oversee installation/distribution | Field Supervisor | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership | ✔ Covered | No change required. | Mobilization
90   | 9.3.050 – Setup Temporary Water | Verify safety/environmental compliance | Safety Coordinator | (empty) | (empty) | (empty) | (empty) | Sec. 7.2.6 JD | ✔ Covered | No change required. | Mobilization
91   | 9.3.060 – Setup Sanitary Facilities | Contract vendors for sanitary facilities | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM (mobilization) | ✔ Covered | No change required. | Mobilization
92   | 9.3.060 – Setup Sanitary Facilities | Determine placement & logistics | Field Supervisor | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership | ✔ Covered | No change required. | Mobilization
93   | 9.3.060 – Setup Sanitary Facilities | Maintain inspection log | Safety Coordinator | (empty) | (empty) | (empty) | (empty) | Sec. 7.2.6 JD | ✔ Covered | No change required. | Mobilization
94   | 9.3.070 – Setup Temporary Lighting | Approve lighting plan & budget | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Mobilization
95   | 9.3.070 – Setup Temporary Lighting | Oversee installation & verify coverage | Field Supervisor | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership | ✔ Covered | No change required. | Mobilization
96   | 9.3.070 – Setup Temporary Lighting | Install temporary lighting | Electrical Subcontractor | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap – subcontractor role not formalized | Add subcontractor accountability to Sec. 9.5. | Mobilization
97   | 9.3.070 – Setup Temporary Lighting | Inspect OSHA compliance | Safety Coordinator | (empty) | (empty) | (empty) | (empty) | Sec. 7.2.6 JD | ✔ Covered | No change required. | Mobilization
98   | 9.3.080 – Setup Signage | Determine signage requirements | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Mobilization
99   | 9.3.080 – Setup Signage | Install signage | Field Supervisor | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership | ✔ Covered | No change required. | Mobilization
100  | 9.3.080 – Setup Signage | Ensure OSHA compliance | Safety Coordinator | (empty) | (empty) | (empty) | (empty) | Sec. 7.2.6 JD | ✔ Covered | No change required. | Mobilization
101  | 9.3.090 – Setup Security | Approve security plan & vendors | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Mobilization
102  | 9.3.090 – Setup Security | Implement physical security | Field Supervisor | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership | ✔ Covered | No change required. | Mobilization
103  | 9.3.090 – Setup Security | Daily monitoring of access points | Security Personnel | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap – security personnel not formalized | Add security responsibilities to Sec. 9.5. | Mobilization
104  | 9.3.090 – Setup Security | Ensure plan aligns with safety | Safety Coordinator | (empty) | (empty) | (empty) | (empty) | Sec. 7.2.6 JD | ✔ Covered | No change required. | Mobilization
105  | 9.3.100 – Setup Laydown Area | Approve laydown area location | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Mobilization
106  | 9.3.100 – Setup Laydown Area | Setup & manage laydown area | Field Supervisor | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership | ✔ Covered | No change required. | Mobilization
107  | 9.3.100 – Setup Laydown Area | Verify safety compliance | Safety Coordinator | (empty) | (empty) | (empty) | (empty) | Sec. 7.2.6 JD | ✔ Covered | No change required. | Mobilization
108  | 9.3.110 – Setup Equipment Staging | Approve staging location | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Mobilization
109  | 9.3.110 – Setup Equipment Staging | Direct equipment setup | Field Supervisor | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership | ✔ Covered | No change required. | Mobilization
110  | 9.3.110 – Setup Equipment Staging | Position equipment safely | Equipment Operators | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap – equipment operator role not formalized | Add operator role into mobilization directive. | Mobilization
111  | 9.3.110 – Setup Equipment Staging | Verify OSHA compliance | Safety Coordinator | (empty) | (empty) | (empty) | (empty) | Sec. 7.2.6 JD | ✔ Covered | No change required. | Mobilization
112  | 9.3.120 – Setup Parking | Approve parking plan | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Mobilization
113  | 9.3.120 – Setup Parking | Establish parking areas | Field Supervisor | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership | ✔ Covered | No change required. | Mobilization
114  | 9.3.120 – Setup Parking | Verify traffic safety compliance | Safety Coordinator | (empty) | (empty) | (empty) | (empty) | Sec. 7.2.6 JD | ✔ Covered | No change required. | Mobilization
115  | 9.4.010 – Coordination Meetings | Schedule & chair coordination meetings | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Coordination
116  | 9.4.010 – Coordination Meetings | Provide field updates & issues | Field Supervisor | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership | ✔ Covered | No change required. | Coordination
117  | 9.4.010 – Coordination Meetings | Record minutes & action items | Site Administrator | (empty) | (empty) | (empty) | (empty) | Sec. 7.4 Business Admin JD | ✔ Covered | No change required. | Coordination
118  | 9.4.010 – Coordination Meetings | Provide design clarifications | Design Team / Consultants | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap – design consultant role not formalized | Add consultant clarification role to Sec. 9.5. | Coordination
119  | 9.4.020 – Subcontractor Meetings | Prepare and distribute subcontractor agenda | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM (coordination) | ✔ Covered | No change required. | Coordination
120  | 9.4.020 – Subcontractor Meetings | Provide progress/manpower updates | Subcontractors | (empty) | (empty) | (empty) | (empty) | Not explicit in directives | ⚠ Gap | Add subcontractor reporting requirements. | Coordination
121  | 9.4.020 – Subcontractor Meetings | Report logistics needs | Field Supervisor | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership | ✔ Covered | No change required. | Coordination
122  | 9.4.020 – Subcontractor Meetings | Review safety performance | Safety Coordinator | (empty) | (empty) | (empty) | (empty) | Sec. 7.2.6 JD | ✔ Covered | No change required. | Safety Management
123  | 9.4.030 – Client Meetings | Lead client/owner meetings | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Coordination
124  | 9.4.030 – Client Meetings | Provide executive oversight | Branch Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.6 Branch Mgmt | ✔ Covered | No change required. | Coordination
125  | 9.4.030 – Client Meetings | Approve changes/raise concerns | Client/Owner | (empty) | (empty) | (empty) | (empty) | Not in directives | ⚠ Gap | Owner role external to GSL; clarify interface protocols. | Coordination
126  | 9.4.040 – Safety Meetings | Prepare/lead safety meetings | Safety Coordinator | (empty) | (empty) | (empty) | (empty) | Sec. 7.2.6 JD | ✔ Covered | No change required. | Safety Management
127  | 9.4.040 – Safety Meetings | Ensure scheduling and attendance | Project Manager | (empty) | (empty) | (empty) | (empty) | Sec. 9.5 PM | ✔ Covered | No change required. | Safety Management
128  | 9.4.040 – Safety Meetings | Reinforce safety in daily huddles | Field Supervisor | (empty) | (empty) | (empty) | (empty) | Sec. 9.3 Field Leadership | ✔ Covered | No change required. | Safety Management
